uid,bid,stars
15515,2813,1
21944,5846,4
10562,10894,5
5086,11837,5
40569,627,5
31625,1339,4
14785,527,5
27039,7290,1
7319,4871,4
23066,4195,1
11175,8927,5
10679,8171,1
13030,3992,5
19989,424,5
16523,9260,5
34790,10467,5
7153,10833,5
5332,5125,4
41677,3251,5
41473,4270,5
36299,4136,5
34300,8607,4
15192,11550,5
28674,886,4
41202,5849,5
14553,2019,4
34543,6501,4
16559,6925,3
21519,4165,3
8213,10150,4
9286,3179,4
25014,9875,5
20580,11738,1
19721,8256,5
3074,2870,3
25877,839,5
26144,9948,4
18673,1924,5
9456,6502,5
23959,6762,2
11379,2282,4
19543,3920,5
15858,1067,5
11944,6443,5
11178,12036,3
16169,4284,5
20916,9903,5
2572,2999,3
10562,6541,4
11905,7268,2
25828,9632,5
41189,10640,5
6529,3449,3
27557,11646,4
6754,12014,5
20057,4133,4
3991,2842,4
39128,4509,4
9046,6644,4
36231,3432,4
12498,5229,5
20120,2595,5
38036,6021,5
38196,4365,1
19520,7905,4
33776,9334,5
2136,5755,5
15670,1030,5
26130,9948,4
27214,9656,5
27974,6128,5
33121,6131,5
36800,11451,5
23865,4561,5
25102,1682,5
8881,3869,4
10830,11797,2
27673,7726,4
13956,8207,4
35959,9911,3
4344,10494,5
7674,6628,1
40480,9026,5
21896,4369,3
8751,11638,4
31463,6994,1
22724,8657,1
14178,2356,5
25802,1881,4
18009,10169,2
15299,11785,2
22985,6438,5
22350,7405,5
40944,11461,5
12668,47,5
31682,10911,5
18343,12024,3
14264,4878,4
28567,2338,2
34322,2449,5
27477,3893,4
18566,3373,4
21491,11743,5
19750,8001,4
7674,397,5
11094,11480,5
14138,9899,5
22165,9384,2
1880,5496,5
32670,1184,4
9318,1377,5
340,516,3
18630,1519,5
26190,6405,4
7265,10084,1
25353,2126,5
25680,6219,4
4815,11438,4
17657,8602,4
34363,5600,5
27120,3753,3
15367,7291,5
8753,2148,4
22377,6862,5
5895,11911,5
7757,1806,2
40602,2815,5
4610,6104,3
5969,2764,5
37815,8898,5
29351,5379,3
21977,1782,5
16060,8300,3
31080,8230,5
16134,7815,4
12359,2279,5
16705,7630,5
10096,8789,5
29977,4667,5
5551,8359,4
31300,1801,5
16887,8526,4
36653,9622,5
31016,9225,5
40680,1561,4
14896,10921,4
21630,214,2
4637,10416,4
11271,8992,4
10633,8276,5
12530,4853,5
13168,6136,5
26761,7783,5
13004,11404,4
5383,11440,1
38278,7594,1
20911,8397,1
8701,3440,4
22125,7616,4
41189,5516,4
18028,793,2
12027,4688,4
9060,11112,4
7710,6736,3
13926,3170,3
9569,9322,5
34336,8738,4
6683,1669,4
24805,8752,4
14372,9377,4
25311,3599,5
9683,5262,5
21542,2291,5
34698,7004,5
26144,4544,5
30716,7020,3
12476,788,1
33135,3128,4
25814,10126,4
7837,10646,4
14401,9710,4
32594,2643,5
4636,828,3
33270,2640,5
4732,10019,3
13936,4257,4
8946,1569,3
40937,6941,5
23567,7806,5
31422,7163,5
26086,2797,2
14205,4284,5
15367,10251,5
25789,11262,5
39214,2689,2
2664,6707,3
37510,3460,1
10976,853,4
16574,10785,3
11278,3567,5
8011,4352,5
5548,1804,4
14408,1523,5
15299,11777,3
36046,1522,5
27579,10876,5
22859,1716,3
10627,11847,4
6182,9161,4
10304,6019,5
7698,11937,1
20427,10295,5
37409,5460,5
18677,1048,2
11399,438,4
16851,405,3
12303,269,4
10491,2725,5
8237,2003,4
26159,7867,4
21952,4329,4
30931,9905,5
8999,10947,4
7837,7080,4
4078,6488,3
2427,8422,5
17737,3978,5
39670,6522,3
22197,8808,5
4970,8031,5
11271,9774,4
25814,3995,4
27675,10490,4
39469,1666,5
35596,9557,3
9387,6874,4
12362,10833,5
36178,2478,3
19490,5302,4
29348,1050,3
13471,10429,5
22254,9037,4
13274,843,4
26035,7071,5
36204,2506,5
13295,7390,4
10786,6104,5
8950,8371,5
7674,10057,2
11262,1079,2
1585,1176,5
27515,6348,4
8766,4589,5
32771,9033,5
28876,1810,5
10285,6583,4
7837,9385,3
27094,11747,3
12661,4112,4
23340,3474,5
15313,6686,1
35057,8687,5
4681,5485,5
14139,2689,5
30707,934,2
30495,10082,3
38463,11277,4
36820,477,5
5573,1639,4
25229,8931,4
9322,2261,5
7441,7485,5
36005,1984,5
28706,8526,5
6036,4703,2
26801,3478,5
10424,2582,4
21282,6183,5
24958,3993,2
9046,8354,4
26068,8087,2
6108,4415,1
6246,9479,4
10741,3273,5
11374,5428,4
11942,6962,5
6377,9929,5
16178,5281,5
22204,8471,1
36680,4807,5
27051,10545,1
7844,1989,1
19570,9907,2
14277,11369,5
30484,9011,5
37415,2410,5
16223,8032,3
27557,4308,3
27130,476,3
33054,6945,4
34672,1612,4
30516,2475,4
26197,8054,3
8956,6274,4
19543,2362,2
14256,645,5
31672,3609,5
9517,4810,4
20159,8308,5
24635,2101,5
34349,5704,5
15161,11097,2
40221,9217,5
14119,11846,3
15780,11196,4
18421,7080,5
22024,11836,5
33628,11230,4
38974,9999,4
29294,4560,4
35064,2974,5
8057,3071,4
32635,12058,5
32545,6284,5
8003,379,3
40915,4430,2
9303,369,5
5652,7015,2
38216,4437,4
21239,5849,3
5765,3239,4
15334,4337,5
16178,11701,5
14241,695,5
40388,1205,5
8175,8540,1
11197,1932,1
11201,145,5
12414,2134,5
16540,9480,4
14617,8911,2
18520,11544,5
21293,1192,5
30786,9181,4
21735,7241,5
38216,7735,4
31988,8804,4
5862,8733,1
10432,1437,2
29187,3022,5
35144,11926,4
7883,8180,5
27208,7257,4
31125,11433,4
13445,6666,5
9405,9443,5
24088,5121,5
39303,11643,5
12309,8410,3
10294,294,3
21998,6786,4
5340,1122,5
13964,5428,5
11178,521,3
1026,5490,5
26951,11641,5
28710,2936,2
4241,8736,4
12239,10011,4
24949,9067,4
30477,9026,4
8284,4754,4
8962,9646,3
15832,6070,5
12359,11402,4
17699,5248,1
14068,11691,5
24953,6864,4
23893,6597,5
26097,6703,3
33912,10528,5
15677,7380,5
13431,2276,2
27348,4736,5
34543,1586,4
21885,8629,5
16945,4127,5
29294,535,4
2415,11344,4
6735,2945,5
17990,6598,3
22642,2548,1
4862,316,4
35526,2081,5
5697,3180,4
19869,3181,1
38776,2726,1
28157,121,3
31105,11850,4
26468,4515,1
26864,471,3
18941,6721,4
10347,755,5
14826,5466,5
36746,6609,4
21495,2689,4
11497,7732,3
4847,1650,2
12403,10438,2
22658,1712,1
16270,6054,5
27295,5845,3
23200,129,4
7719,4472,5
19441,9271,5
39027,5538,4
17096,8587,5
10944,5153,4
16818,3209,4
23929,7580,5
14163,1854,3
12823,11206,1
40577,10568,4
510,1293,5
14452,10903,4
26159,5103,3
22030,6887,4
9342,5428,1
19112,5107,5
22584,2856,3
15180,5315,5
16822,10632,3
9156,7259,5
38352,8409,2
7822,11157,5
29753,5698,5
24363,1245,5
24692,10151,2
9228,6762,4
20339,9303,5
23116,8396,4
14117,4060,5
32637,4412,1
11317,8002,5
15900,5594,4
15971,4955,5
23913,9669,4
8752,5385,5
14055,1488,5
33160,5611,1
6061,10647,2
20068,5854,5
16832,2528,4
27094,7160,3
26234,7296,5
25845,6732,2
16033,9510,5
12363,9763,5
38385,8019,4
37658,3677,3
39027,6420,4
18024,3098,2
21304,5228,5
26231,11042,5
31279,9000,4
17796,5698,4
38472,4777,3
4576,776,3
5969,9034,3
31842,7161,5
32799,4837,4
23392,11710,5
11518,10371,5
16293,10602,4
21977,4740,5
23332,11881,4
30495,7640,4
38216,4374,3
30070,5305,5
15758,10376,3
13776,5660,4
26144,11748,5
38404,6667,5
4390,6377,5
37326,3182,1
15099,2357,4
16878,4132,1
8964,7774,3
38385,8006,5
7567,9029,5
26521,4604,5
9029,10046,5
12127,8745,5
19414,8992,5
36107,7312,4
14333,9354,4
24578,5922,5
33160,7278,3
16152,7652,3
8622,5014,3
9177,5068,5
23866,3843,5
38834,3492,4
10874,7184,4
10424,9650,5
11376,3607,5
25145,5733,4
18690,5800,4
32543,8663,4
34672,2702,5
8127,4513,4
27073,3352,5
11024,7317,3
20120,5863,4
7757,10631,3
40576,738,4
27208,11947,3
32175,2830,1
6991,596,5
7019,2235,5
17637,5608,5
31088,9446,5
22346,3123,4
7319,9934,2
19629,3152,4
31507,925,2
23952,6172,5
7674,10062,4
24115,7395,4
38235,390,5
25105,5854,5
4860,4237,5
21245,717,5
29452,4163,5
13820,3590,3
19511,7371,4
32927,11464,5
3544,1204,4
18394,11602,4
3516,9084,1
21504,5891,1
37017,7708,4
4193,8757,1
8213,1722,3
20739,3116,4
33186,283,5
24390,8808,1
14328,3227,4
33850,9338,4
9060,6824,4
9612,8702,3
13953,10400,5
8946,1863,4
15724,8505,4
2755,6573,5
11954,786,1
3544,6171,4
25986,7205,4
28973,10265,4
21314,11636,5
15312,1090,3
5708,4521,4
9608,6705,4
33121,8832,4
39012,7139,5
25859,7663,4
3473,9592,1
17669,8187,5
38633,10833,3
15722,1400,3
35646,7789,1
38990,1214,5
8387,6667,5
19629,6069,2
6384,4573,4
11225,2996,5
12657,6476,5
34709,6787,2
23135,9973,4
32771,8744,4
15858,4917,5
12359,2005,4
30495,9196,4
10562,5004,5
5151,6187,5
12265,9671,5
17796,5407,5
13177,6940,5
20905,5880,1
27385,1634,5
18435,2533,4
20120,1490,4
5573,7602,3
14324,3698,4
37543,7638,4
25642,117,4
11516,5651,3
33023,1158,2
5354,8060,5
35869,8288,5
10401,8440,5
20268,6656,3
30181,9834,5
4636,524,4
31939,3014,1
23317,10904,4
26959,6845,5
30495,5842,4
8967,11705,5
14749,7500,4
37066,3827,2
38005,11560,5
41295,284,1
18501,2300,5
15442,7205,5
33208,3982,4
18758,6437,5
10870,905,4
38633,5181,4
25703,11514,1
22203,7832,5
27120,5384,5
21984,4016,5
8069,468,2
24005,1362,4
31986,6020,5
27557,9635,4
22292,1907,5
38044,9397,3
38540,3346,5
39476,1270,5
31621,10737,3
22030,10739,4
24919,7919,4
11381,8944,5
27760,4596,2
6282,1585,4
41121,11380,4
18450,4433,5
20600,6754,4
39877,4640,4
26234,874,5
27468,5015,5
12656,3655,5
36705,9262,5
5570,6140,4
9060,11801,3
22851,11002,1
29493,6116,3
10676,1901,3
24937,10746,1
23845,5401,4
3931,11907,5
41269,4741,5
13217,5998,5
4270,3943,3
35166,2235,5
13921,5776,5
14965,9382,2
2831,11326,5
27407,11693,4
39939,1437,4
36107,8420,5
34686,11356,3
21896,11053,5
18551,8607,3
9345,11176,3
15201,2357,5
32495,516,4
4122,10248,4
27557,3990,5
40930,10699,4
19504,9456,4
31422,8917,4
39085,1710,4
11098,10339,4
29390,10116,4
27692,6365,3
10016,2568,5
6328,7429,5
36101,5547,4
12853,7305,4
25503,8657,3
22030,10500,2
6398,11123,5
12768,7895,3
26707,11661,5
12961,10880,2
22360,2192,2
20149,5600,4
21718,11634,4
8148,1425,4
8017,6925,5
40066,1103,5
30579,3709,2
18028,2919,2
19865,8606,4
28674,11455,5
25831,1753,5
6095,145,5
22465,7129,3
6009,5820,4
9026,9723,4
10664,7117,5
10246,6287,5
32219,11110,1
23189,173,4
14698,4172,4
6395,6732,3
24225,1451,4
12961,4534,1
5720,2279,5
14243,6710,1
30656,2785,5
13096,6811,4
16155,3376,3
33577,7775,5
16072,10110,5
36466,2460,5
20029,11767,4
18479,6720,5
17647,2422,4
24962,2781,3
21489,2554,2
30994,1632,3
17737,2164,2
35177,10619,5
36351,6624,5
26159,3320,3
8155,1766,4
8301,8488,3
21869,8526,5
10620,2200,5
21881,9247,4
26642,7266,2
33162,9884,5
23455,4766,4
21103,4283,5
18330,8849,5
6254,9792,5
21282,8440,4
12657,3833,5
24923,1142,5
8713,2747,2
12600,8992,4
9060,9710,4
4122,8307,4
24857,9864,3
13921,3462,5
28160,8895,5
25986,8848,1
30801,5920,5
37350,10119,5
28424,10126,5
14471,1666,5
11592,8736,4
18870,8608,4
37753,6905,5
33127,6089,4
4241,7950,4
5816,5168,4
10381,45,5
25814,8657,5
21043,5414,5
30350,7572,4
11271,11514,4
20341,6876,5
27774,8627,4
17654,10253,4
8155,798,4
12517,11949,4
33831,5245,1
16869,6387,4
14208,4895,2
6038,6891,3
23724,8248,4
11024,10032,2
20949,11711,5
11802,10802,5
16971,9591,5
31016,9456,2
7611,7270,5
27328,9326,4
4272,5605,5
26725,7091,2
1971,8715,5
8057,6992,5
27662,3368,4
12788,4841,4
9573,9149,5
17749,11239,4
38473,6876,5
11457,11109,5
14089,5428,3
20120,9338,4
18200,10062,5
13217,9779,5
16634,11347,4
2633,3336,5
21431,4757,3
5548,207,5
33628,2512,4
3966,11811,1
9091,1691,5
37322,10302,5
23448,2536,5
8233,899,3
29329,9852,3
21788,467,4
16280,10512,5
12656,10358,2
35386,484,4
16778,936,1
8308,11653,1
14230,11840,4
21397,2390,2
6036,8540,2
11311,1444,3
8587,1013,5
30977,6624,4
6233,6027,4
15119,1752,3
22301,10307,4
25104,1107,1
37495,4689,4
3027,11396,1
5049,9742,5
4340,5789,2
9379,11930,3
27557,9667,5
15430,4922,5
40546,5056,3
33488,2618,4
5374,9657,5
14208,8722,2
19987,10525,5
15399,10715,1
29901,9323,5
25875,10170,4
10782,10546,5
26159,11880,4
1656,9409,5
25435,7455,3
27579,2683,4
35048,10130,4
15981,10349,3
32919,2137,5
21671,3355,4
26036,9907,5
27557,2486,4
22122,350,2
18673,2644,4
16202,7526,4
14452,9400,4
10275,3653,5
31719,569,5
14791,10699,4
31139,3223,5
31105,3104,1
15737,6333,5
31829,2786,4
30802,12001,1
30656,12017,5
39912,8306,5
29064,6895,4
12634,6456,5
38003,8526,3
7655,3968,5
7222,7093,2
8881,6895,4
26867,10555,4
12528,3506,3
782,5146,5
27739,5950,5
15142,2647,1
14574,6328,4
15611,4250,2
13897,8191,1
18578,5136,5
36108,1030,4
13562,731,5
12719,347,4
16718,5451,1
17113,10081,1
27783,3407,5
27399,5468,1
29282,8564,5
4125,10902,4
3914,85,4
36571,6560,3
9760,1061,4
27603,3640,5
10839,7558,4
38489,10673,4
16214,6940,5
8259,10315,4
36486,10476,3
11500,5510,4
16178,11360,5
21193,4123,1
4755,7416,2
10195,4892,4
23984,9900,4
31693,5750,5
5689,12035,3
11905,11527,3
24953,7918,4
12265,11153,4
23959,2176,4
24041,6950,4
11249,10866,5
21267,10400,5
40576,9907,5
40770,331,4
23295,9408,3
25312,7205,4
4398,8911,4
21426,2332,4
21630,3843,3
825,1773,5
6331,335,4
23543,8699,5
15246,9192,5
27127,1634,3
40505,2049,5
4835,2841,3
18747,4716,5
11839,5165,5
30084,3658,5
19425,6179,1
33577,4955,5
19619,2771,3
31466,4125,5
16287,228,2
31682,7866,4
19648,11923,3
11251,6285,1
36664,5390,5
37119,8659,5
40476,7886,1
8108,11905,5
29945,7809,5
3985,3287,4
4632,10166,3
11910,3609,4
32771,4741,4
10322,5135,3
27662,736,4
12359,10459,2
32821,6745,2
24025,183,4
20120,6897,1
20439,8350,5
8262,9074,5
3401,9926,5
36107,10941,4
28840,7710,1
4270,11167,5
14274,4093,5
20739,3863,3
13196,4101,3
28462,5168,5
41447,2364,1
16925,3920,5
29626,9115,5
32598,2839,2
39132,2772,5
17854,1923,5
33132,6087,3
4130,3116,3
14730,463,2
20211,3030,4
8155,8611,4
32799,5710,4
25814,9564,5
18057,858,4
23769,2719,3
4068,3020,5
12771,10764,5
33128,4174,4
11632,3686,3
24521,1615,2
28928,10019,5
27484,7951,3
34003,11541,5
27658,943,4
38250,9095,5
8956,7924,5
6196,3263,4
28614,10230,5
10829,8234,4
34758,11385,5
25032,3182,3
17148,2904,5
12691,11119,5
41062,8128,5
12803,3868,4
15303,11169,4
41043,7618,5
33208,2812,2
9162,11464,4
16831,8627,2
27128,1067,5
24919,11384,5
40323,4285,5
15808,1913,4
35226,4487,1
38194,1327,5
39820,6726,2
17737,3787,3
11497,6091,4
20594,6466,2
40058,7125,5
4053,5087,5
4637,7324,2
10891,11872,4
11366,11042,1
26775,4160,5
8935,6139,4
21431,1405,5
7282,1794,5
12265,4054,5
41492,10740,5
38132,10716,4
28076,581,1
25748,2769,4
18028,4476,3
9555,9627,1
23838,719,3
11093,8359,3
31672,8928,4
21737,1423,3
31729,4343,5
21101,11285,1
21495,11806,4
35027,4586,5
40546,6055,5
26265,1115,5
10304,5714,5
6561,3624,5
28818,5733,4
19942,1826,5
23365,7871,3
8331,4620,5
26159,9742,3
10909,7040,5
17829,11993,4
10782,3001,5
10676,3342,4
11571,3916,3
17657,10833,5
20314,9154,1
30855,9467,5
25802,5419,5
38626,9148,5
17829,9836,4
9433,3316,5
10944,10644,4
40457,712,5
28887,10392,5
1515,7551,5
12773,7115,5
11423,360,2
30977,2582,5
20049,2350,5
36108,6681,4
8622,3203,3
21397,10583,4
32495,10614,4
37993,3120,4
10135,4195,5
10246,5849,5
38277,6117,5
28188,5070,5
22110,11825,4
16340,11615,4
7480,3894,5
15670,1748,3
32965,453,5
8365,9199,4
27988,7635,2
3914,3744,4
17113,10743,4
409,1335,4
25485,3166,4
32771,8310,4
36678,4072,5
18057,6268,3
17563,8949,5
10534,10797,4
27076,3793,5
11381,313,5
17297,11433,1
16818,9026,4
8788,906,5
30126,4768,5
10246,2527,4
28332,10403,5
39256,3809,4
21999,3248,3
13820,4992,5
33894,5007,4
38891,11536,4
12788,11089,5
18758,8873,5
18478,2712,3
17954,6777,1
7010,3679,2
25642,7455,3
36101,879,3
18931,6260,5
4554,1215,3
12132,3849,4
26226,1801,4
16226,7303,4
17820,6431,5
16513,9939,4
21843,10045,4
6036,8560,4
9514,11715,4
16679,11602,1
4041,6529,4
5521,838,5
37208,3396,1
30888,10303,5
15858,11894,5
32545,11616,5
9571,456,5
24115,7360,1
22220,4754,4
32290,7921,5
10011,2054,1
5056,3174,5
19307,3158,1
12228,10675,5
10562,7054,4
12676,3953,1
40066,146,3
25677,161,4
16971,5605,5
21364,5912,5
4862,1184,3
7740,5152,1
3564,11461,5
10141,2899,1
24795,10351,5
26144,9667,5
12788,1414,3
35166,9099,5
12656,942,4
20438,1401,4
33628,1365,3
21501,332,5
33616,2642,4
5969,5030,5
667,4954,1
41269,6981,4
8284,10173,3
36406,6197,5
30495,4235,4
17562,8880,5
37495,9898,5
36427,4059,5
28693,9272,2
17796,7356,2
37365,3286,3
33543,9172,5
36108,9960,4
2926,3845,4
20384,6052,3
8667,6981,5
20057,8676,3
28234,5515,5
7045,3105,4
11910,2077,5
20181,5976,2
4635,327,3
24312,3719,2
17670,11937,5
19660,11345,1
33527,2781,5
37066,1801,5
41657,7030,5
8857,8272,5
22528,10237,1
5595,9277,5
20120,7635,5
8935,8266,4
18945,6177,5
16464,4575,3
25814,8736,3
14185,8597,4
7349,2179,4
23861,9598,4
7349,1322,5
24966,5182,5
27714,3273,5
12656,10228,4
22178,119,3
9688,5168,5
39340,10098,1
41027,11890,4
10358,5210,3
12761,5766,5
23163,11806,2
14883,1321,5
12972,11369,5
16202,9156,5
13820,4240,4
24172,2559,1
9517,7730,4
34027,633,1
10534,2689,4
30616,11478,5
4346,3608,2
11531,9578,5
24803,6622,2
22024,9328,4
25325,7537,5
27557,4750,4
25813,9775,4
24672,1617,3
21436,7630,3
4122,4889,3
27213,8550,4
26067,8365,4
12687,9078,3
16350,5439,5
37980,6290,4
23193,10150,5
29660,5129,5
35166,10267,4
21402,6506,5
22950,529,4
40032,1425,4
2575,3346,5
14492,1479,2
13921,9145,5
4208,11368,1
36904,1720,3
4241,1260,3
17520,11343,5
41272,10467,5
31828,925,2
6233,6383,2
6395,6033,2
25859,1882,5
26159,3673,4
27407,8274,3
34686,8487,4
16803,3458,3
8748,155,3
23818,5737,5
9091,2374,1
12806,8257,3
26972,8078,4
16223,10006,3
27662,4593,5
24258,8928,3
38472,1347,3
14526,2744,5
27020,5167,4
34207,10110,5
40223,925,5
27488,5362,4
29948,5129,5
10504,10260,5
7045,2018,4
23317,9882,4
21930,2816,5
40099,3224,5
20120,2600,4
13421,3503,5
14088,2959,5
18479,2422,4
27104,7669,4
36377,1557,5
6087,7874,3
22125,8097,4
18341,353,1
7088,179,5
33543,8722,3
23036,1190,1
6634,1272,1
8365,8575,5
39431,1141,5
16389,8351,5
14390,12007,5
25872,11118,4
4830,6488,5
7798,1885,5
17796,3809,3
14225,1098,5
9489,814,3
37293,5905,5
10246,4664,5
11117,1573,4
5448,6131,5
20937,5070,1
34853,9247,4
26068,11777,4
22030,3890,4
28731,3384,5
19619,10321,4
35598,7909,5
22473,2643,5
13445,3300,5
15995,9340,5
27121,6596,2
11447,9123,4
30156,10194,5
25426,10140,5
16176,5924,1
24026,5589,5
8923,4913,2
10228,9930,4
25735,6553,1
37028,5945,5
12934,7711,4
27488,6862,5
33006,2991,4
12309,8965,4
35166,2697,3
12886,3595,5
5042,6521,4
26159,1334,2
32655,7236,5
40770,5528,1
4340,1218,4
11335,2994,1
38194,1207,3
11126,11394,5
16226,10437,4
908,9280,4
8278,2883,4
11905,3219,4
8981,8627,4
38472,7810,4
20432,11210,5
36152,8056,5
36362,10039,4
11614,5581,5
18398,10492,5
31313,2544,4
9289,6364,5
14151,781,4
41202,5686,4
16741,7286,4
6578,6223,5
20622,11377,3
8751,11842,4
3564,9303,2
20289,11043,5
9530,11575,5
12968,11793,1
22024,6047,4
7883,2709,5
13881,9357,3
11974,9768,2
18146,4615,4
3314,7290,5
15943,114,5
36860,10396,5
37571,9337,1
33057,10775,5
32913,10392,5
8212,4737,3
14188,9518,4
9046,3653,4
35994,1071,1
32211,8033,5
18512,1756,1
9606,11274,5
32771,5203,5
14321,8084,2
23460,3766,1
25453,9749,4
16551,6241,2
13792,9734,4
3291,4167,2
24556,5024,5
32024,491,5
36319,11154,5
16464,2396,3
38003,5256,4
39904,385,5
22511,791,5
38216,8119,3
4037,4019,3
26107,1857,4
9182,3827,5
21764,2236,5
10874,6047,5
21397,4899,3
8062,6334,4
8804,10600,5
22460,11416,5
38090,11738,1
36082,1880,5
1746,5283,5
7837,3146,4
21322,1193,5
5677,10611,5
29070,7940,5
8400,8963,5
14360,10298,4
7807,4437,5
16212,6665,5
37104,11186,5
20503,640,5
7674,9525,3
25652,7918,5
37307,1672,1
15206,4544,5
25653,7191,2
22282,8079,5
11861,7247,1
4463,11461,4
37608,5688,4
16287,9614,5
28941,8382,4
32545,10876,5
8251,7748,2
13082,10958,5
31773,5002,4
31210,5124,3
5696,7419,1
7067,3633,4
28373,1984,5
30916,7890,5
35694,7430,5
11140,1354,5
32543,8942,5
6503,3840,1
23629,9133,1
18262,10656,4
8946,11804,5
21214,2443,4
36334,1839,2
35192,6341,4
21984,4175,1
14937,6179,5
12972,4618,5
34516,7963,4
14860,10979,2
27937,8320,5
14011,3840,5
26078,11340,4
7686,11526,5
9498,11732,5
11985,2482,5
11374,7094,5
5276,19,4
38564,1040,2
8225,10673,4
15874,9738,5
38891,6851,4
25595,3981,3
8010,11868,5
11837,5103,1
2575,6093,1
34631,3084,5
30206,10861,4
12445,9671,5
8010,950,5
22122,1685,2
22316,12041,3
29439,10273,5
9876,9791,3
12027,2970,4
38724,1988,4
13776,535,5
15816,2419,4
9303,8753,5
29655,6506,4
8033,10532,5
38215,2864,5
6235,3054,3
3527,6020,2
27675,6046,4
27208,7669,3
4878,10166,4
9490,2277,5
27348,3197,5
14509,10029,5
7636,4961,2
23543,11802,5
15201,8302,5
14529,3469,2
34672,11853,4
23453,4729,5
12968,1639,2
14055,8032,1
20214,5870,5
14163,6996,4
27684,10971,1
33470,5144,1
34336,350,3
17520,4464,2
5969,11525,3
4904,11283,5
2973,7163,4
19744,3478,5
3922,3281,1
22327,6828,3
8599,11329,5
28175,7401,5
27988,720,4
26107,2767,4
9647,1712,2
16134,6404,4
33348,4490,5
36107,12007,2
37031,6442,4
20442,7938,5
11983,123,4
1599,10206,5
38798,10583,3
28322,7987,5
13910,2374,5
11819,11026,1
25141,1356,4
10874,836,5
27208,4981,2
3188,1607,4
8383,90,5
16764,57,5
8991,8825,4
8691,42,3
17126,2447,2
5697,3843,4
21533,4306,5
7674,5653,4
32803,8698,5
31621,5990,5
14889,779,4
5548,1979,4
13204,5401,5
34820,6540,5
24948,2929,5
39283,1263,5
40703,3978,4
21202,5078,5
23857,6516,3
27739,11676,5
40583,1781,2
21431,4354,5
25893,8958,2
9660,5756,5
17814,3550,1
35888,9406,5
29275,789,5
12773,2934,5
16066,2554,5
16586,7102,3
10583,8374,5
27259,8081,5
19593,8788,3
30493,476,5
13269,6115,5
38499,5906,5
15431,5121,5
26610,12040,5
9042,8490,4
30588,8408,2
29568,7772,3
16375,7545,5
18531,6885,3
2921,1474,5
32771,6736,5
9575,7620,4
20498,7918,5
8069,2856,4
12186,9864,5
6450,3936,5
38590,1907,5
12144,11196,3
35084,8993,2
40071,6723,5
31976,3723,5
31672,9658,5
8857,3548,5
32126,939,4
12017,6731,4
9489,9153,4
20710,11846,3
6061,10791,4
41061,11799,5
25664,6958,5
19455,5858,1
8622,5540,5
9255,4931,1
14207,369,4
7019,7878,5
25063,3582,3
19646,9448,4
25397,2475,4
32495,2005,5
11590,5165,4
33109,8643,5
12239,572,5
8186,606,1
40388,6173,5
3564,2435,5
33625,9368,5
29262,10415,5
5969,11988,2
18460,7250,5
7693,6672,5
16621,11206,1
12152,7163,5
14812,9148,4
24214,7168,5
14105,3322,2
20181,9503,2
12059,5419,5
15368,7215,2
5969,12023,4
9281,5710,1
37354,1932,4
23482,2855,1
10289,8659,5
35379,11367,4
9164,1976,4
23984,6420,4
35226,2863,2
36942,11527,5
15981,11296,4
22125,3206,4
27557,2435,4
11180,7938,5
36319,9205,5
22359,4631,4
10997,6645,4
20436,268,4
7636,11187,2
34238,5581,5
22708,9784,4
25814,6462,5
5137,4364,5
33601,1477,4
4878,3710,5
10105,4219,5
23424,943,1
5354,11924,5
7186,11198,4
4344,10135,5
22171,6515,3
332,2111,4
25330,7134,5
8138,3184,5
40719,2018,4
38008,3319,5
16513,6116,3
31726,4399,5
32946,4499,2
13095,1266,5
16305,2588,4
38633,5535,3
10362,1312,5
4169,2994,5
39304,2975,5
12593,2446,2
12450,7156,5
15664,6831,5
16851,3318,3
3735,12055,5
34654,10380,5
29541,9932,5
15670,6993,4
32771,10704,5
11305,9641,4
13830,8692,4
22346,1093,3
9060,11084,4
33394,6245,5
8447,65,2
1981,4821,5
14869,4622,4
12328,8978,4
5347,6754,5
12303,4692,4
23931,4987,5
12731,8591,5
20314,5613,2
20353,10398,3
7933,6116,2
16635,4194,1
4727,7019,4
21155,2708,1
14799,9934,3
16945,9323,5
4787,11032,5
9355,9771,5
38637,1371,3
29169,390,5
26066,3729,4
32591,1457,4
7376,6926,5
30083,10425,2
3527,3181,3
25551,1119,5
13471,9470,4
25105,634,5
29215,11785,3
7612,10498,5
13793,8299,5
27927,467,2
24559,10253,4
4815,4746,4
27139,117,4
1783,10041,2
32543,831,5
31507,5906,4
20826,1563,4
18461,8482,5
12968,5175,3
32765,6658,5
8069,9485,5
31070,6929,4
31016,3902,5
12239,10258,3
11120,207,5
7567,3677,5
21267,10043,5
4840,1765,5
17670,787,5
40546,7163,5
5595,7033,4
37186,27,5
36107,3889,5
34459,7531,4
4080,3897,5
22334,7632,2
33472,1167,4
18009,3166,4
7066,8526,5
28674,3131,3
38196,9996,3
15859,2689,4
16169,7562,4
39355,8443,5
7420,34,4
25355,9720,4
20314,10116,3
34234,11899,5
24943,7544,5
4371,3092,5
14032,21,5
28713,10634,5
37510,4161,4
34213,4352,4
7710,927,3
5969,12014,4
34275,9377,4
22421,9637,5
30495,7278,4
38299,3502,5
10634,5063,1
36988,6746,5
20072,2309,1
13874,8186,5
19685,8795,3
40217,11423,5
17489,11383,5
37119,1710,5
